0,"110111011011011101100101110100010111101011001",0.0,0.75
1,"110111100001011101100101110100010111101001001",0.0,0.75
2,"110111100001011101100100111000010111100010101",0.0,0.75
3,"110111011011011101101010111000010111101001000",0.0,0.75
4,"110111101001011101101100110101010111100001001",0.0,0.75
5,"110111101001011101101101110101010111101011001",0.0,0.75
6,"110111100001011101110101110101101111100010101",0.0,0.75
7,"110111100001011101100101110101101111100010101",0.0,0.75
8,"110111100001011101100101001001010111100011001",0.0,0.75
9,"110111100001011101100101110100010111100011001",0.0,0.75
10,"110101100001010101110101110101010111100010101",0.0,0.75
11,"110111101011001101100101110101010111101011001",0.0,0.75
12,"110111100001011101100101001000010011101011001",0.0,0.75
13,"110111100001011101100101001000010111101011001",0.0,0.75
14,"110111101001011101101101111000110111101011001",0.0,0.75
15,"110110100001011101100101110101010111101011001",0.0,0.75
16,"110101100001011101100101110101010011010010101",0.0,0.75
17,"110111100001011101101101110100110111101111001",0.0,0.75
18,"110111101001011101100101110101010111100011001",0.0,0.75
19,"110101010001011101100101110101010011101111001",0.0,0.75
20,"110111100001011101101101110101010011010011001",0.0,0.75
21,"110101100001011101101101110101110111101111001",0.0,0.75
22,"110111101011001101100101110101010111010011001",0.0,0.75
23,"110001100001011101100101110101010111100011001",0.0,0.75
24,"110101101001011101101101110101110101011011001",0.0,0.75
25,"110010100001011101100101110100010111101011001",0.0,0.75
26,"110111100001011101100101110101010011101111001",0.0,0.75
27,"110111101001011101100101110100010011010011001",0.0,0.75
28,"110111100001011101100101110100110111101011011",0.0,0.75
29,"110111100001011101100101110101110111101011001",0.0,0.75
30,"110010100001011101100101110100110111101011001",0.0,0.75
31,"110101100001011101100101110100010011100010101",0.0,0.75
32,"110101100001011101100101110101010111101011001",0.0,0.75
33,"110111101011011101100101110101010111100010101",0.0,0.75
34,"110001100001011101100101110101010011101011001",0.0,0.75
35,"110101100001011101100101110100110111100010101",0.0,0.75
36,"110001100001001101101100001000110111101011001",0.0,0.75
37,"110001100001011101100101110100010111101011001",0.0,0.75
38,"010011100001011101100101110100110011101110111",0.0,0.75
39,"110101100001011101100101110100010111101011001",0.0,0.75
40,"110111100001011101100101110101010111010011001",0.0,0.75
41,"110001100001011101101101111000010011101011001",0.0,0.75
42,"010011100001011101100101110100010011010011001",0.0,0.75
43,"101111100001011101100101110100110111101011001",0.0,0.75
44,"110111100001011101100100001000110111010011001",0.0,0.75
45,"110101010001011101100101110101010011010011001",0.0,0.75
46,"010001010001011101100101110100010011101110111",0.0,0.75
47,"110001100001011101100101001000010011010011001",0.0,0.75
48,"110111010001011101100101110100110011101011001",0.0,0.75
